"Word","Token","Frequency"
"rissole","1212006385","1"
"rit","112925","1"
"rita","3500772","32"
"ritalin","1212390701","1"
"ritchie","1212446430","29"
"ritchy","-930720137","2"
"rite","3500776","1"
"rites","108524171","4"
"ritt","3500791","2"
"ritter","-930703900","37"
"ritterkreuz","1752737695","1"
"ritu","3500792","1"
"ritual","-930703069","23"
"ritualistic","-228044831","3"
"ritualistically","-466013607","1"
"ritualized","-2085560013","2"
"rituals","1212976048","6"
"ritz","3500797","1"
"ritzy","108524828","2"
"riva","3500834","4"
"rival","108525962","62"
"rivaled","1214237609","2"
"rivaling","-1013335528","1"
"rivalled","-1013332927","3"
"rivalling","-1348545408","1"
"rivalries","-1348366929","2"
"rivalry","1214238033","14"
"rivals","-930662359","21"
"rivault","1214246491","1"
"rivendell","-1232423991","5"
"river","108526092","113"
"rivera","-930658347","4"
"riverboat","-1228780212","2"
"rivero","-930658333","2"
"rivers","-930658329","20"
"riverside","-1228279453","1"
"riverton","-1009452089","1"
"rivet","108526094","1"
"riveted","1214364461","8"
"riveting","-1009403116","37"
"rivette","1214364927","2"
"rivkin","-930652847","1"
"riz","112931","1"
"rize","3500962","1"
"rizla","108530136","1"
"rizzo","108530584","17"
"rjt","112956","1"
"rko","112982","15"
"rks","112986","4"
"rl","3642","1"
"rm","3643","1"
"rml","113041","1"
"rna","113061","2"
"rnb","113062","1"
"rner","3505129","3"
"rnrhs","108671297","1"
"ro","3645","1"
"roa","113092","1"
"roach","108684585","13"
"roache","-925745060","1"
"roaches","1366674327","2"
"road","3505952","182"
"roadblock","-862668435","3"
"roadhouse","-857031680","1"
"roadhouses","-798178189","1"
"roadie","-925744068","4"
"roadies","1366705079","1"
"roadkill","-581752194","5"
"roadrunner","-506558896","1"
"roads","108684627","17"
"roadshow","-581514723","1"
"roadside","-581514121","1"
"roadster","-581503506","3"
"roadtrip","-581475515","1"
"roadwarrior","1050328610","1"
"roadway","1366718415","1"
"roald","108684860","1"
"roam","3505961","6"
"roamer","-925735530","2"
"roaming","1366973465","13"
"roams","108684906","3"
"roar","3505966","4"
"roared","-925730739","1"
"roaring","1367122420","7"
"roarke","-925730552","1"
"roars","108685061","2"
"roast","108685093","5"
"roasted","1367162500","3"
"roasting","-567631203","1"
"rob","113093","64"
"robards","1367547845","2"
"robbbins","-555238135","1"
"robbed","-925716324","18"
"robben","-925716314","1"
"robber","-925716310","14"
"robberies","-29479443","3"
"robbers","1367565577","22"
"robbery","1367565583","31"
"robbie","-925716199","13"
"robbin","-925716190","2"
"robbing","1367569285","18"
"robbins","1367569297","21"
"robby","108685532","12"
"robe","3505984","7"
"robed","108685604","1"
"robers","-925713023","1"
"roberson","-551981280","2"
"robert","-925713022","390"
"roberta","1367667487","5"
"roberti","1367667495","1"
"roberto","1367667501","9"
"roberts","1367667505","57"
"robertson","68483280","26"
"robertsons","2122981795","1"
"robes","108685619","1"
"robeson","1367668306","4"
"robi","3505988","1"
"robin","108685738","86"
"robinon","1367782665","1"
"robinson","-548406360","37"
"robinsons","179272139","5"
"robitussen","1436214606","1"
"robo","3505994","2"
"robocop","1367950842","10"
"robot","108685930","85"
"robotboy","-542702814","2"
"robotic","1367966980","19"
"robotically","-1213915652","1"
"robotnik","-542691482","1"
"robotronic","-1831592319","1"
"robots","-925703351","50"
"robs","3505998","6"
"robson","-925699667","6"
"robust","-925697615","6"
"robustly","-537174274","1"
"roby","3506004","1"
"roc","113094","2"
"rocaille","-527321161","1"
"rocchi","-925685474","1"
"rochefort","1029447822","3"
"rochester","1029839505","97"
"rochesters","1860253698","2"
"rochfort","-520942803","1"
"rochon","-925680447","5"
"rock","3506021","370"
"rockabilly","97259830","1"
"rocked","-925677884","12"
"rocker","-925677870","10"
"rockers","1368757217","3"
"rocket","-925677868","38"
"rocketboys","228194555","1"
"rocketed","-518197645","3"
"rocketeer","1115742334","2"
"rockets","1368757279","16"
"rockford","-518172256","2"
"rockies","1368760658","4"
"rockin","-925677750","8"
"rocking","1368760925","9"
"rocko","108686762","2"
"rocks","108686766","57"
"rockstar","-517780681","1"
"rockstars","1128668188","1"
"rockumentary","534039706","1"
"rockwell","-517675597","13"
"rockwood","-517665902","3"
"rocky","108686772","37"
"rockythebear","909947761","1"
"rocll","108686790","1"
"rocque","-925671621","1"
"rocsi","108687004","1"
"rod","113095","26"
"rodan","108687412","1"
"roddenberry","1484759536","10"
"rodder","-925654806","3"
"rodders","1369472201","1"
"rodding","1369475909","1"
"roddy","108687516","3"
"rode","3506046","9"
"roden","108687536","1"
"rodent","-925653564","1"
"rodential","1839786512","1"
"rodents","1369510703","4"
"rodentz","1369510710","3"
"rodeo","108687537","9"
"roderick","-494732963","3"
"rodgers","1369561574","3"
"rodman","-925646285","1"
"rodney","-925645189","14"
"rodnunsky","2103744705","1"
"rodolphe","-485669623","1"
"rodriguez","-2087995039","16"
"rods","3506060","1"
"roebson","1370349496","1"
"roebuck","1370351043","3"
"roedel","-925625021","2"
"roeg","3506079","13"
"roegs","108688564","2"
"roehler","1370521209","1"
"roemenian","-1347134328","1"
"roemheld","-459017126","2"
"roeper","-925613483","1"
"roeves","-925607716","1"
"rogaine","1372157097","1"
"rogen","108690419","5"
"roger","108690423","92"
"rogerebert","-2062237165","1"
"rogers","-925564068","88"
"rogue","108690906","10"
"rogues","-925549095","5"
"roguish","1372753075","2"
"rohan","108691256","1"
"rohinton","-376630493","1"
"rohleder","-374143731","1"
"rohm","3506178","9"
"rohmer","-925526993","12"
"rohrschach","-1639824331","1"
"roi","113100","1"
"roiling","1374331842","1"
"rokkuchan","-359890166","2"
"roladex","1376769637","1"
"roland","-925419096","12"
"rolando","1376779207","1"
"role","3506294","1304"
"roles","108695229","432"
"rolf","3506295","1"
"rolfe","108695246","1"
"roll","3506301","148"
"rolle","108695432","9"
"rolleball","541430151","1"
"rolled","-925408804","34"
"roller","-925408790","25"
"rollerblades","-807977531","1"
"rollercoaster","1696352409","2"
"rollering","541914552","1"
"rollicking","-279799186","5"
"rollin","-925408670","6"
"rolling","1377102405","77"
"rollo","108695442","5"
"rolls","108695446","21"
"rolodexes","626505349","1"
"rom","113104","9"
"romagna","1377696297","1"
"roman","108696061","44"
"romance","1377702687","291"
"romanced","-240889563","1"
"romances","-240889548","24"
"romancing","1122362396","2"
"romania","1377702869","14"
"romanian","-240883911","13"
"romanians","1122533466","2"
"romano","-925389294","13"
"romantic","-240873103","336"
"romantically","-2124796951","6"
"romanticise","1039844714","1"
"romanticism","1039844722","5"
"romanticize","1039844931","1"
"romanticized","-2124545407","8"
"romantics","1122868514","1"
"romantisised","-2109775798","1"
"romanus","1377703259","1"
"romany","-925389284","2"
"romaro","-925389170","1"
"rombero","1377724304","1"
"romcom","-925387343","1"
"rome","3506325","27"
"romeo","108696186","31"
"romero","-925385326","51"
"romeros","1377826081","1"
"romilda","1377939120","1"
"rommel","-925378044","1"
"romola","-925375916","2"
"romolo","-925375902","1"
"romp","3506336","27"
"romper","-925375155","2"
"romping","1378145090","3"
"romps","108696531","3"
"roms","3506339","1"
"romulans","-222480353","1"
"romulus","1378297157","3"
"romy","3506345","11"
"ron","113105","77"
"rona","3506352","3"
"ronald","-925359576","18"
"ronda","108697102","1"
"rondo","108697116","1"
"ronet","108697152","2"
"ronin","108697270","2"
"ronnie","-925347175","10"
"ronnies","1379008762","1"
"ronny","108697436","6"
"ronstadt","-195460225","1"
"roo","113106","2"
"roobi","108698009","1"
"roof","3506388","35"
"roofie","-925325072","1"
"roofs","108698143","1"
"roofthooft","-56727306","1"
"rooftop","1379704833","5"
"rooftops","-178823022","2"
"rook","3506393","2"
"rooker","-925320378","21"
"rookie","-925320267","24"
"rookies","1379842910","4"
"room","3506395","407"
"roomed","-925318470","1"
"roomful","1379900098","3"
"roommate","-172580256","36"
"roommates","-1055020525","10"
"rooms","108698360","36"
"roomy","108698366","1"
"rooney","-925317488","41"
"roos","3506401","1"
"roosa","108698528","1"
"roosevelt","-890022373","11"
"rooshus","1380080773","1"
"roost","108698547","1"
"rooster","1380091808","3"
"root","3506402","52"
"rootboy","1380104618","1"
"rooted","-925311743","16"
"rooten","-925311733","1"
"rooting","1380111296","22"
"rootless","-166141573","1"
"roots","108698577","32"
"rope","3506418","24"
"roped","108699058","5"
"roper","108699072","5"
"ropes","108699073","4"
"ropey","108699079","1"
"roquevert","942243477","3"
"rory","3506500","10"
"ros","113110","1"
"rosa","3506507","2"
"rosalba","1383241856","5"
"rosales","1383241967","1"
"rosalind","-69168194","5"
"rosalyin","-69152963","1"
"rosalyn","1383242582","1"
"rosamund","-69126871","1"
"rosamunde","-2142932900","1"
"rosanna","1383244150","8"
"rosanne","1383244154","1"
"rosario","1383247853","23"
"rosary","-925210414","3"
"rosco","108701890","3"
"roscoe","-925208605","9"
"rose","3506511","95"
"roseanne","-65797005","6"
"roseaux","1383351061","2"
"rosebud","1383352002","1"
"rosebuds","-65760783","1"
"rosemary","-65451862","29"
"rosen","108701951","1"
"rosenbaum","-2028070762","1"
"rosenberg","-2028067017","3"
"rosenkavalier","-893591830","1"
"rosenman","-65411077","3"
"rosenstein","1570566314","2"
"rosenstra","-2027546161","1"
"rosenstrasse","1792482774","4"
"roses","108701956","13"
"rosete","-925206528","1"
"rosetta","1383369266","2"
"rosetti","1383369274","1"
"rosetto","1383369280","1"
"roshambo","-63027765","1"
"roshan","-925204225","7"
"rosie","108702066","16"
"rosiland","-61787714","1"
"rosina","-925202874","1"
"roslyn","-925199637","1"
"ross","3506525","36"
"rossa","108702372","1"
"rosselini","-1635268960","1"
"rosselinni","846270052","1"
"rossellini","846354620","6"
"rossetti","-52742591","1"
"rossi","108702380","5"
"rossilini","-1631574876","1"
"rossini","1383775591","1"
"rosso","108702386","1"
"rosson","-925193220","1"
"roster","-925192565","3"
"rostotsky","-1597156738","1"
"rostova","1383811388","1"
"roswell","1383890852","1"
"rosy","3506531","7"
"rosza","108702589","2"
"rot","113111","10"
"rotate","-925180581","3"
"rotates","1384173176","1"
"rotating","-40300712","1"
"rotation","-40300674","3"
"rotations","-1249320779","1"
"rotflmao","-35917986","2"
"roth","3506545","44"
"rothrock","-33890218","1"
"rothschild","1808936250","3"
"rotk","3506548","1"
"rotorscoped","-876652790","1"
"rotoscope","-849614884","4"
"rotoscoped","-568257528","8"
"rotoscoping","-436109927","8"
"rots","3506556","2"
"rotted","-925162788","3"
"rotten","-925162778","36"
"rottenest","-719080224","1"
"rotter","-925162774","1"
"rotterdam","-718962586","1"
"rotting","1384728901","13"
"rottweiler","-309525349","3"
"rotweiller","1841444433","1"
"roubaix","1385108358","2"
"roue","3506573","1"
"rouge","108703926","6"
"rouged","-925145490","1"
"rouges","-925145475","2"
"rough","108703929","65"
"roughed","1385263896","4"
"rougher","1385263910","1"
"roughhousing","-1099867900","1"
"roughie","1385264021","1"
"roughing","-6487927","3"
"roughly","1385264134","25"
"roughneck","-200985448","2"
"roughnecks","-1935581477","1"
"roughness","-200984944","1"
"roughshod","-200833245","1"
"roulette","-1948940","5"
"round","108704142","86"
"roundabout","-144622913","3"
"rounded","1385468589","27"
"rounder","1385468603","1"
"rounders","-146152","4"
"rounding","-142444","6"
"roundly","1385468827","1"
"rounds","-925138779","19"
"roundtable","-127118592","1"
"roundtree","-4084180","1"
"rourke","-925134732","9"
"rouse","108704298","1"
"rouser","-925133944","1"
"rousing","1385622631","16"
"rousseau","4917793","4"
"rousset","1385631975","1"
"rout","3506588","1"
"route","108704329","30"
"routed","-925132997","1"
"routes","-925132982","1"
"routh","108704332","1"
"routine","1385652420","89"
"routinely","172117329","8"
"routines","5552175","16"
"routing","1385652422","2"
"rouve","108704391","1"
"rouveroy","7284213","2"
"rover","108704838","2"
"rovers","-925117203","3"
"roving","-925113495","2"
"rovner","-925108958","1"
"row","113114","52"
"rowan","108705671","8"
"rowboat","1386968602","1"
"rowdies","1387022541","1"
"rowdy","108705775","3"
"rowe","3506635","3"
"rowland","1387253445","3"
"rowlands","55183950","25"
"rown","3506644","1"
"rows","3506649","2"
"roxann","-925061594","2"
"roxanne","1387861759","2"
"roxbury","1387898421","3"
"roxy","3506686","4"
"roy","113116","70"
"royal","108707591","38"
"royale","-925031874","3"
"royally","1388783316","4"
"royals","-925031860","1"
"royalties","-1113836182","2"
"royalty","1388783564","8"
"royaly","-925031854","1"
"royce","108707646","6"
"royles","-925021506","1"
"royston","1389327324","2"
"roz","113117","3"
"rozelle","1389825981","1"
"rozsa","108709099","2"
"rpg","113129","12"
"rpgs","3507114","2"
"rpm","113135","2"
"rpms","3507300","1"
"rquez","108763467","2"
"rritu","108782186","5"
"rrw","113207","2"
"rt","3650","1"
"rtd","113250","1"
"rte","113251","1"
"rtebeker","-326708558","1"
"rtl","113258","1"
"ru","3651","2"
"ruas","3511733","1"
"rub","113279","10"
"ruban","108864236","1"
"rubbed","-920175198","3"
"rubber","-920175184","28"
"rubberneck","1126460943","1"
"rubbernecking","1818573683","1"
"rubbery","1539340489","5"
"rubbing","1539344191","6"
"rubbish","1539344347","111"
"rubbishes","1841170889","1"
"rubbishy","475034622","2"
"rubbiush","475036868","1"
"rubble","-920174980","9"
"rube","3511750","6"
"ruben","108864360","8"
"rubens","-920172021","1"
"rubenstein","-247230495","1"
"rubik","108864481","2"
"rubin","108864484","11"
"rubric","-920159699","2"
"rubrics","1539820518","1"
"rubs","3511764","3"
"ruby","3511770","34"
"ruckus","-920136247","2"
"rudd","3511811","14"
"rude","3511812","37"
"rudeboy","1541273928","1"
"rudely","-920112495","1"
"rudeness","535199323","2"
"rudiger","1541397580","2"
"rudimentary","-1306259134","9"
"rudiments","-475101747","1"
"rudolf","-920102904","1"
"rudolph","1541581462","12"
"rudy","3511832","12"
"rudyard","1541868859","2"
"rue","113282","4"
"ruefully","564967048","1"
"ruehl","108867334","1"
"rues","3511857","1"
"ruff","3511875","1"
"ruffalo","1543149697","2"
"ruffin","-920052056","1"
"ruffled","1543160040","2"
"rufus","108868705","5"
"rug","113284","5"
"rugby","108869083","2"
"rugged","-920021438","12"
"ruggedly","622664527","3"
"ruggero","1544107039","5"
"rugs","3511919","3"
"ruhr","3511949","1"
"ruin","3511976","81"
"ruined","-919955129","82"
"ruing","108871359","1"
"ruining","1546166330","22"
"ruinous","1546172325","1"
"ruins","108871371","37"
"ruiz","3511988","5"
"rujal","108871922","1"
"ruka","3512025","1"
"rukh","3512032","26"
"rule","3512060","59"
"ruled","108873960","19"
"ruler","108873974","9"
"rulers","-919873987","4"
"rules","108873975","79"
"ruling","-919870279","6"
"rum","113290","3"
"rumah","108874801","1"
"rumanian","789170879","1"
"rumann","-919848169","1"
"rumble","-919847279","10"
"rumblefish","-989297559","1"
"rumbler","1549505537","1"
"rumbles","1549505538","1"
"rumbling","790035214","1"
"rumblings","-1278712027","1"
"ruminating","982242048","1"
"rumination","982242086","3"
"rummage","1549822716","2"
"rummaging","-974014279","1"
"rummenigge","-8696952","1"
"rummy","108875190","1"
"rumor","108875245","14"
"rumore","-919834600","1"
"rumored","1549898572","9"
"rumoring","802219733","1"
"rumors","-919834586","17"
"rumour","-919834494","4"
"rumoured","802317473","3"
"rumours","1549901873","5"
"rumpelstiltskin","350438272","1"
"rumpled","1549922597","4"
"rumpy","108875283","1"
"rumsfeld","805552416","2"
"run","113291","468"
"runaway","1550409721","17"
"runaways","818061210","5"
"rundown","1550492077","3"
"rung","3512124","2"
"runner","-919806160","29"
"runners","1550780227","5"
"runnign","1550783725","1"
"runnin","-919806040","2"
"running","1550783935","384"
"runs","3512136","206"
"runt","3512137","2"
"runtime","1550962648","13"
"runway","-919797628","6"
"runyon","-919795283","4"
"rupee","108877805","1"
"rupees","-919755226","1"
"rupert","-919754822","23"
"ruphert","1552448524","1"
"rupp","3512195","4"
"ruppert","1552686852","1"
"rupture","1552821377","1"
"ruptured","892822531","1"
"rupturing","1907698942","1"
"rural","108879610","56"
"ruse","3512277","5"
"rusell","-919665643","1"
"rush","3512280","67"
"rushed","-919662985","62"
"rushes","-919662970","14"
"rushing","1555222794","9"
"rushmore","967386925","1"
"rushton","1555233403","5"
"rushworth","-66540618","1"
"ruskin","-919659968","1"
"russ","3512291","23"
"russain","1555542659","1"
"russel","-919652406","7"
"russell","1555546594","65"
"russia","-919652293","30"
"russian","1555550099","131"
"russians","977412928","20"
"russkies","977479919","1"
"russo","108881132","25"
"russsia","1555559944","1"
"russwill","977837621","1"
"rust","3512292","3"
"rustbelt","978131695","1"
"rusted","-919651453","2"
"rustic","-919651330","3"
"rusticism","263713733","1"
"rusting","1555580286","1"
"rustle","-919651235","2"
"rustler","1555582901","2"
"rustlers","978429790","2"
"rustles","1555582902","1"
"rustlings","266667481","1"
"rusty","108881173","8"
"rut","113297","6"
"rutger","-919634141","6"
"ruth","3512311","33"
"rutherford","-832864865","7"
"ruthie","-919633069","3"
"ruthless","995976720","36"
"ruthlessly","-644075619","8"
"ruthlessness","-481335193","4"
"ruthlessreviews","696687627","1"
"ruths","108881756","1"
"rutina","-919631957","1"
"rutkay","-919630414","2"
"rutledge","999460920","1"
"rutles","-919629335","1"
"ruts","3512322","2"
"rv","3652","5"
"rvd","113312","2"
"rwanda","-918346449","3"
"rwandan","1596031263","1"
"rwandese","-2062634299","1"
"rwint","108930954","1"
"ryan","3515572","86"
"rycart","-916451865","1"
"rychard","1654955495","1"
"ryck","3515631","2"
"rydell","-916418424","2"
"ryder","108985450","8"
"rye","113406","4"
"ryecart","1656653598","3"
"ryhs","3515794","1"
"ryker","108992177","5"
"rykov","108992491","2"
"ryna","3515962","1"
"ryo","113416","2"
"ryszard","1670268069","1"
"rythm","109000914","1"
"rythym","-915938481","1"
"ryu","113422","4"
"ryunosuke","254281995","2"
"ryus","3516197","1"
"s","115","25638"
"s01e01","-956727566","1"
"s02e03","-956697773","1"
"s1","3614","1"
"s500","3478434","1"
"sa","3662","1"
"saaad","109190966","1"
"saajan","-910038684","1"
"saatchi","1853871619","1"
"saath","109191559","6"
"saathiya","1635595850","1"
"saban","109191937","5"
"sabato","-910016952","4"
"sabbath","1854257351","1"
"sabbatical","-1688489466","1"
"sabbato","1854257358","1"
"sabc","3522319","1"
"saber","109192065","10"
"sabers","-910013166","5"
"sabertooth","1460908007","3"
"sabina","-910009464","7"
"sabine","-910009460","2"
"sable","109192269","8"
"sabotage","1659956646","7"
"sabotaged","-80951426","8"
"sabotages","-80951411","3"
"saboteur","1659960937","3"
"saboteurs","-80818390","2"
"saboto","-910003498","1"
"sabra","109192451","1"
"sabre","109192455","5"
"sabretooth","-258624991","9"
"sabrian","1854741112","1"
"sabrina","1854741502","33"
"sabriye","1854741847","3"
"sabu","3522337","12"
"sac","113621","3"
"saccharin","451930896","1"
"saccharine","1124955989","10"
"sacchetti","452052318","1"
"sacchi","-909985617","1"
"sacco","109192961","1"
"sachar","-909981020","3"
"sachs","109193120","3"
"sack","3522358","14"
"sacked","-909978027","2"
"sacks","109193213","3"
"sackville","694126044","1"
"sacrament","875248674","1"
"sacramento","1362905229","2"
"sacred","-909971300","9"
"sacrficing","1502292319","1"
"sacrifice","882431793","49"
"sacrificed","1585581907","16"
"sacrifices","1585581922","17"
"sacrificial","1908402720","3"
"sacrificies","1908402851","1"
"sacrificing","1908403118","18"
"sacrilege","882606819","3"
"sacrilegious","-49811706","2"
"sad","113622","362"
"sadashiv","1704262669","1"
"saddam","-909955078","4"
"saddened","1706621782","7"
"saddening","1365671947","3"
"saddens","1856167644","3"
"sadder","-909954949","12"
"saddest","1856167800","12"
"saddle","-909954745","6"
"saddled","1856174077","10"
"saddles","1856174092","13"
"saddly","-909954725","1"
"sade","3522383","12"
"sadeghi","1856199161","1"
"sadeqi","-909953625","1"
"sades","109193988","1"
"sadhashiv","1476642321","2"
"sadie","109194098","1"
"sadism","-909949715","5"
"sadist","-909949708","6"
"sadistic","1711662350","43"
"sadistically","2004773126","3"
"sadists","1856330239","3"
"sadler","-909947261","3"
"sadly","109194211","221"
"sadness","1856465709","42"
"sado","3522393","4"
"sadomasochistic","987906038","4"
"safans","-909897970","1"
"safar","109195785","1"
"safari","-909897856","3"
"safaris","1857937651","1"
"safdar","-909895491","1"
"safe","3522445","83"
"safeguard","-1123610824","1"
"safeguarding","1485151658","2"
"safely","-909894182","17"
"safer","109195909","5"
"safest","-909893970","1"
"safety","-909893934","39"
"saffron","1858086787","9"
"safran","-909882041","1"
"sag","113625","3"
"saga","3522472","28"
"sagal","109196740","1"
"sagan","109196742","2"
"sagas","109196747","2"
"sage","3522476","5"
"sagely","-909864391","1"
"sagemiller","1431627893","3"
"saget","109196872","8"
"sagging","1859031412","1"
"saggy","109196939","1"
"sagnier","1859239681","2"
"sagramore","130305821","1"
"sags","3522490","2"
"sahan","109197703","2"
"sahara","-909838282","3"
"sahib","109197939","2"
"sahlan","-909828225","1"
"sahsa","109198248","1"
"sai","113627","2"
"said","3522537","884"
"saif","3522539","16"
"saigon","-909802805","1"
"sail","3522545","5"
"sailing","1861027409","8"
"sailor","-909797996","23"
"sailors","1861033311","18"
"sailplane","1747347723","3"
"sails","109199010","2"
"saint","109199073","38"
"saint405","1859392184","1"
"saintliness","-1677958283","1"
"saintly","1861097518","4"
"saints","-909795918","9"
"saire","109199182","4"
"saith","109199247","1"
"saito","109199254","2"
"saitta","-909790170","1"
"saizescus","2138207796","1"
"sakal","109200584","1"
"sakamoto","1904495041","1"
"sake","3522600","92"
"sakes","109200715","3"
"sakmann","1862896561","1"
"saknussemm","-550996351","1"
"saks","3522614","3"
"sakura","-909729689","4"
"salaam","-909719633","6"
"salacious","-212110652","7"
"salad","109201537","6"
"salary","-909719094","9"
"salaryman","-197783728","1"
"salavas","1863482373","1"
"salazar","1863486216","5"
"saldana","1863551950","3"
"sale","3522631","28"
"saleem","-909715665","1"
"salem","109201670","14"
"sales","109201676","19"
"salesgirl","-82883160","2"
"salesman","1936994510","27"
"salesmanship","1231614986","1"
"salesmen","1936994634","1"
"salesperson","-2087326879","1"
"saleswoman","1740539382","1"
"saleswomen","1740539506","1"
"salient","1863704768","2"
"salik","109201792","1"
"salin","109201795","1"
"salina","-909711554","2"
"salisbury","31496034","2"
"salish","-909711392","1"
"saliva","-909711306","1"
"salivate","1940767015","2"
"salivating","1061302308","3"
"salka","109201844","3"
"salkow","-909709579","3"
"sall","3522638","1"
"salle","109201879","1"
"salles","-909708932","5"
"salli","109201883","1"
"sally","109201899","57"
"salma","109201906","5"
"salman","-909708100","28"
"salmonova","142670380","1"
"salom","109201980","1"
"salomaa","1863890780","2"
"salome","-909705815","3"
"salon","109201981","5"
"saloon","-909705744","19"
"saloons","1863893123","1"
"salt","3522646","28"
"salton","-909700939","1"
"salts","109202141","2"
"saltshaker","-2141046270","1"
"saltwater","350079617","1"
"salutary","1951789643","1"
"salute","-909699832","7"
"salutes","1864076395","2"
"saluting","1951797189","1"
"salva","109202185","6"
"salvador","1952149918","1"
"salvage","1864087975","17"
"salvaged","1952152477","3"
"salvages","1952152492","3"
"salvation","387576221","25"
"salvatore","387582071","1"
"sam","113631","188"
"samaha","-909689637","1"
"samandar","1961771977","2"
"samantha","1961787553","18"
"samaritan","689250024","2"
"samaurai","1961993959","1"
"samba","109202526","1"
"samberg","1864419863","1"
"same","3522662","1645"
"samedi","-909685909","4"
"sametime","1965649971","1"
"samey","109202643","1"
"samhain","1864594493","8"
"samharris","874220674","1"
"samir","109202760","1"
"samira","-909681639","1"
"sammi","109202875","20"
"sammo","109202881","20"
"sammy","109202891","14"
"samoan","-909676387","2"
"samot","109202948","1"
"sample","-909675094","12"
"sampled","1864843258","1"
"samples","1864843273","5"
"sampling","1975570407","2"
"sampson","1864850305","11"
"samraj","-909673508","1"
"sams","3522676","1"
"samson","-909672109","7"
"samsung","1864941562","1"
"samuel","-909670499","20"
"samurai","1864997860","38"
"samurais","1980358927","1"
"samuraisploitation","-287600218","1"
"samways","1865041859","4"
"samwise","1865049347","1"
"san","113632","72"
"sanam","109203468","2"
"sanatorium","1697472459","2"
"sanchez","1865375674","5"
"sanctimonious","-1780121064","6"
"sanctioned","-828113674","1"
"sanctions","1635854652","1"
"sanctity","1992432317","2"
"sanctuary","1636198820","3"
"sanctum","1865387689","1"
"sand","3522692","17"
"sandal","-909657169","2"
"sandals","1865398948","1"
"sandbox","1865400007","1"
"sandburgs","1648220583","1"
"sandcastles","-586723977","1"
"sandefur","1992906114","1"
"sanders","1865402978","21"
"sanderson","1650902977","5"
"sandford","1992944447","1"
"sandhya","1865406060","3"
"sandino","1865406694","4"
"sandler","1865409301","71"
"sandlers","1993113598","1"
"sandman","1865410134","4"
"sandoval","1993218774","2"
"sandpaper","1660552072","1"
"sandra","-909656653","33"
"sandrelli","1662514642","1"
"sandrich","1993295712","1"
"sandrine","1993296050","1"
"sandro","-909656639","4"
"sands","109203567","8"
"sandstorm","1663888101","2"
"sandt","109203568","1"
"sandu","109203569","5"
"sandwich","1993444667","11"
"sandwiched","144914202","3"
"sandwiches","144914217","8"
"sandy","109203573","22"
"sane","3522693","13"
"sanest","-909655642","1"
"sanford","1865472155","1"
"sanfrancisco","-115086400","1"
"sang","3522695","22"
"sangre","-909653766","2"
"sangrou","1865504753","1"
"sanguine","1996155986","1"
"sanguinusa","-1544459728","1"
"sanitarium","194638021","7"
"sanitary","1997965693","2"
"sanitized","1807639835","5"
"sanitorium","207567315","3"
"sanitory","1997979147","1"
"sanity","-909651762","23"
"sanjay","-909651390","10"
"sanjaya","1865578079","1"
"sanjeev","1865581324","1"
"sanjiv","-909651145","1"
"sank","3522699","6"
"sanka","109203766","2"
"sanpro","-909645107","1"
"sans","3522707","16"
"sanskrit","2006948837","1"
"sant","3522708","12"
"santa","109204045","121"
"santas","-909641786","1"
"santell","1865879441","1"
"santi","109204053","1"
"santiago","2007796372","6"
"santimoniousness","154166322","1"
"santini","1865883344","2"
"santis","-909641538","1"
"santo","109204059","3"
"santos","-909641352","7"
"santoshi","2007992441","1"
"santostefano","-1614396123","1"
"sanxia","-909637712","1"
"sao","113633","3"
"sap","113634","13"
"saphead","1867368642","1"
"sapiens","1867398851","1"
"sapped","-909585939","1"
"sapphire","2061338818","1"
"sappily","1867611176","1"
"sappiness","-521945550","1"
"sappy","109205867","42"
"saps","3522769","8"
"sara","3522813","26"
"sarafian","2104684205","3"
"sarafina","2104684595","9"
"sarah","109207307","91"
"saran","109207313","1"
"saranadon","827853779","1"
"sarandon","2104918162","26"
"sarasohn","2105077471","1"
"sarcasm","1869063452","21"
"sarcasms","2106392279","1"
"sarcastic","873657725","18"
"sarcastically","1587522037","2"
"sarcophagus","1509400204","2"
"sarda","109207393","1"
"sardinia","2107549181","2"
"sardo","109207407","2"
"sardonic","2107727929","15"
"sardonically","289560241","2"
"sargent","1869186312","2"
"sari","3522821","1"
"sarin","109207561","4"
"sarkar","-909531272","4"
"sarlacc","1869331065","3"
"sarne","109207707","6"
"sarno","109207717","4"
"saro","3522827","1"
"sarongs","1869433071","1"
"sarro","109207841","3"
"sars","3522831","1"
"sartana","1869569732","1"
"sarte","109207893","1"
"sartorius","1373242612","1"
"sartre","-909522109","4"
"saruman","1869610665","4"
"sas","113637","9"
"sascha","-909508969","4"
"sase","3522848","1"
"sasha","109208478","5"
"sashays","1870136120","2"
"sashi","109208486","1"
"saskatchewan","-1735713955","5"
"sasquatch","-2115063775","19"
"sass","3522862","1"
"sassiness","-2068514350","3"
"sassy","109208843","28"
"sasural","1870538989","1"
"sat","113638","111"
"satan","109209235","53"
"satanic","1870863085","19"
"satanically","1906284389","1"
"satanised","-1691853732","1"
"satanism","-2132785904","3"
"satanist","-2132785897","3"
"satanists","-1691853252","3"
"satans","-909480896","1"
"satchwell","-1639732711","1"
"sated","109209349","1"
"satelite","-2129151379","1"
"satellite","-1579103941","17"
"saterday","-2128978007","2"
